Project,FileName,ASMRV,EILC,HCL,LRA,MMM,NCOE,NHE,NSL,NURP,PEO,TMC,TMS,UNMD,UNMI,UP,Changed
conscrypt-1.0.2,common/src/jni/main/cpp/conscrypt/native_crypto.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
conscrypt-1.0.2,common/src/jni/main/cpp/conscrypt/jniutil.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
conscrypt-1.0.2,common/src/main/java/org/conscrypt/NativeCrypto.java,0,110,0,0,0,0,0,0,0,0,1,0,0,14,0,0
conscrypt-1.0.2,common/src/jni/main/include/conscrypt/native_crypto.h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
conscrypt-1.0.2,common/src/jni/main/include/conscrypt/jniutil.h,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
conscrypt-1.0.2,common/src/jni/main/include/conscrypt/bio_stream.h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
conscrypt-1.0.2,common/src/jni/main/include/conscrypt/bio_input_stream.h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
conscrypt-1.0.2,common/src/jni/unbundled/include/nativehelper/ScopedUtfChars.h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
javacpp-1.5,src/main/java/org/bytedeco/javacpp/PointerPointer.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
javacpp-1.5,src/test/java/org/bytedeco/javacpp/EnumTest.java,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0
javacpp-1.5,src/test/java/org/bytedeco/javacpp/PointerTest.java,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1
javacpp-1.5,src/test/java/org/bytedeco/javacpp/BufferTest.java,0,12,0,0,0,0,0,0,0,0,0,1,13,0,0,0
javacpp-1.5,src/main/java/org/bytedeco/javacpp/BytePointer.java,0,2,0,0,0,0,0,0,0,0,1,0,23,0,0,0
javacpp-1.5,src/main/java/org/bytedeco/javacpp/Pointer.java,0,4,0,0,0,0,0,0,0,0,1,1,15,0,0,1
javacpp-1.5,src/main/java/org/bytedeco/javacpp/DoublePointer.java,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
javacpp-1.5,src/main/java/org/bytedeco/javacpp/ShortPointer.java,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
javacpp-1.5,src/main/java/org/bytedeco/javacpp/BoolPointer.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
javacpp-1.5,src/main/java/org/bytedeco/javacpp/CLongPointer.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
javacpp-1.5,src/main/java/org/bytedeco/javacpp/IntPointer.java,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
javacpp-1.5,src/test/java/org/bytedeco/javacpp/AdapterTest.java,0,2,0,0,0,0,0,0,0,0,0,2,18,0,0,0
javacpp-1.5,src/main/java/org/bytedeco/javacpp/SizeTPointer.java,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
javacpp-1.5,src/main/java/org/bytedeco/javacpp/Loader.java,0,0,0,0,0,0,0,2,0,0,0,1,5,0,0,1
javacpp-1.5,src/main/java/org/bytedeco/javacpp/FloatPointer.java,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
javacpp-1.5,src/main/java/org/bytedeco/javacpp/CharPointer.java,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
javacpp-1.5,src/main/java/org/bytedeco/javacpp/BooleanPointer.java,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
javacpp-1.5,src/main/java/org/bytedeco/javacpp/LongPointer.java,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
javacpp-1.5.1-1,src/main/java/org/bytedeco/javacpp/PointerPointer.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
javacpp-1.5.1-1,src/test/java/org/bytedeco/javacpp/EnumTest.java,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0
javacpp-1.5.1-1,src/test/java/org/bytedeco/javacpp/PointerTest.java,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1
javacpp-1.5.1-1,src/test/java/org/bytedeco/javacpp/BufferTest.java,0,12,0,0,0,0,0,0,0,0,0,1,13,0,0,0
javacpp-1.5.1-1,src/main/java/org/bytedeco/javacpp/BytePointer.java,0,2,0,0,0,0,0,0,0,0,1,0,23,0,0,0
javacpp-1.5.1-1,src/main/java/org/bytedeco/javacpp/Pointer.java,0,4,0,0,0,0,0,0,0,0,1,1,15,0,0,1
javacpp-1.5.1-1,src/main/java/org/bytedeco/javacpp/DoublePointer.java,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
javacpp-1.5.1-1,src/main/java/org/bytedeco/javacpp/ShortPointer.java,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
javacpp-1.5.1-1,src/main/java/org/bytedeco/javacpp/BoolPointer.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
javacpp-1.5.1-1,src/main/java/org/bytedeco/javacpp/CLongPointer.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
javacpp-1.5.1-1,src/main/java/org/bytedeco/javacpp/IntPointer.java,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
javacpp-1.5.1-1,src/test/java/org/bytedeco/javacpp/AdapterTest.java,0,2,0,0,0,0,0,0,0,0,0,2,18,0,0,0
javacpp-1.5.1-1,src/main/java/org/bytedeco/javacpp/SizeTPointer.java,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
javacpp-1.5.1-1,src/main/java/org/bytedeco/javacpp/Loader.java,0,1,0,0,0,0,0,2,0,0,0,0,6,0,0,1
javacpp-1.5.1-1,src/main/java/org/bytedeco/javacpp/FloatPointer.java,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
javacpp-1.5.1-1,src/main/java/org/bytedeco/javacpp/CharPointer.java,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
javacpp-1.5.1-1,src/main/java/org/bytedeco/javacpp/BooleanPointer.java,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
javacpp-1.5.1-1,src/main/java/org/bytedeco/javacpp/LongPointer.java,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
javacpp-1.1,src/main/java/org/bytedeco/javacpp/IntPointer.java,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
javacpp-1.1,src/test/java/org/bytedeco/javacpp/AdapterTest.java,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,1
javacpp-1.1,src/main/java/org/bytedeco/javacpp/PointerPointer.java,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
javacpp-1.1,src/main/java/org/bytedeco/javacpp/FloatPointer.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
javacpp-1.1,src/main/java/org/bytedeco/javacpp/CharPointer.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
javacpp-1.1,src/main/java/org/bytedeco/javacpp/BytePointer.java,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
javacpp-1.1,src/main/java/org/bytedeco/javacpp/LongPointer.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
javacpp-1.1,src/main/java/org/bytedeco/javacpp/Pointer.java,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,1
javacpp-1.1,src/main/java/org/bytedeco/javacpp/SizeTPointer.java,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1
javacpp-1.1,src/main/java/org/bytedeco/javacpp/DoublePointer.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
javacpp-1.1,src/test/java/org/bytedeco/javacpp/IndexerTest.java,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
javacpp-1.1,src/main/java/org/bytedeco/javacpp/ShortPointer.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
javacpp-1.1,src/main/java/org/bytedeco/javacpp/BoolPointer.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
javacpp-1.1,src/main/java/org/bytedeco/javacpp/CLongPointer.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
javacpp-0.9,src/main/java/org/bytedeco/javacpp/IntPointer.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
javacpp-0.9,src/main/java/org/bytedeco/javacpp/PointerPointer.java,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
javacpp-0.9,src/main/java/org/bytedeco/javacpp/FloatPointer.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
javacpp-0.9,src/main/java/org/bytedeco/javacpp/CharPointer.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
javacpp-0.9,src/main/java/org/bytedeco/javacpp/BytePointer.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
javacpp-0.9,src/main/java/org/bytedeco/javacpp/LongPointer.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
javacpp-0.9,src/main/java/org/bytedeco/javacpp/Pointer.java,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,1
javacpp-0.9,src/main/java/org/bytedeco/javacpp/SizeTPointer.java,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1
javacpp-0.9,src/main/java/org/bytedeco/javacpp/DoublePointer.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
javacpp-0.9,src/main/java/org/bytedeco/javacpp/ShortPointer.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
javacpp-0.9,src/main/java/org/bytedeco/javacpp/BoolPointer.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
javacpp-0.9,src/main/java/org/bytedeco/javacpp/CLongPointer.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
javacpp-1.3,src/main/java/org/bytedeco/javacpp/IntPointer.java,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1
javacpp-1.3,src/test/java/org/bytedeco/javacpp/AdapterTest.java,0,2,0,0,0,0,0,0,0,0,0,2,17,0,0,1
